The first line
1380448915564089,1380481255560855
1380448965564084,1380481762227471
1380481762227471,1380448965564084
1380448935564087,1380481768894137
1380462382229409,1380481825560798
1380481608894153,1380462402229407
1380481768894137,1380448935564087
1380462378896076,1380481612227486
1380448658897448,1380481255560855
1380481618894152,1380448988897415
1380462368896077,1380538222221825
1380481318894182,1380448748897439
1380481255560855,1380448915564089
1380448695564111,1380448865564094
1380462402229407,1380481608894153
1380448865564094,1380448695564111
1380448988897415,1380481618894152
1380449028897411,1380481695560811
1380942975514683,1380945212181126
1380481642227483,1380462315562749
1380481655560815,1380448765564104
1380448872230760,1380481728894141
1380481765560804,1380448658897448
1380448758897438,1380481862227461
1380481695560811,1380449028897411
1380448635564117,1380481688894145
1380481688894145,1380448635564117
1380462312229416,1380449028897411
1380462288896085,1380481892227458
1380481892227458,1380481655560815
1380481222227525,1380448758897438
1380538222221825,1380462368896077
1380448625564118,1380448702230777
1380481735560807,1380448282230819
1380448748897439,1380481318894182
1380448765564104,1380481655560815
1380481825560798,1380462382229409
1380481278894186,1380448872230760
1380481822227465,1380448978897416
1380945212181126,1380942975514683
1380448282230819,1380481892227458
1380462315562749,1380481642227483
1380481862227461,1380481688894145
1380448978897416,1380481822227465
1380481645560816,1380462402229407
1380481225560858,1380481655560815
1380481265560854,1380481688894145
1380448702230777,1380481252227522
1380481815560799,1380448695564111
1380481612227486,1380462378896076
1380448912230756,1380481255560855
1380448838897430,1380481698894144
1380481252227522,1380448702230777
1380481698894144,1380448838897430
1380481218894192,1380448865564094
1380481728894141,1380448872230760
1380462308896083,1380481862227461
1380462292229418,1380449028897411
